﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2NBgfdrHa281oTjYQtublb","Just You and I - Paul Woolford Remix","Tom Walker, Paul Woolford","Just You and I (Paul Woolford Remix)","1","1","223665","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0zczW0N8KY39kffaA4HKyN","Dancin (feat. Luvli) - Tapesh Remix","Aaron Smith, Luvli","Dancin (Remixes) - EP2 (feat. Luvli)","1","2","393280","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3ttrLJFWgdqJHPWRqV5TVd","Line of Fire - Tube & Berger Radio Edit","Booka Shade, Karin Park, Tube & Berger","Line of Fire","1","2","215176","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2rfJqaiKKH2VFzj61oscaa","Caje (Album Edit) - Orginal Version","Niconé, Sascha Braemer, Narra","Romantic Thrills","1","7","439565","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:53DY1QzeCfP50ZA0G30L6h","Pining Moon","Chopstick & Johnjon","Twelve","1","8","336446","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:61QBhR88b80hQbBtMNL5eQ","Orange Trees - Claptone Remix","MARINA, Claptone","Orange Trees (Claptone Remix)","1","1","167776","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7CWqiUFqb6wfzrdG1jWklU","Days Go By - CamelPhat Remix","Dirty Vegas, CamelPhat","Days Go By (CamelPhat Remix)","1","1","232010","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:local:::John+Lennon+-+Imagine+%28Vintage+Culture+United+We+Stand+Remix%29+%23StayHome:342","John Lennon - Imagine (Vintage Culture United We Stand Remix) #StayHome","","","0","0","342000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:local:::The+Commodores+-+Easy+%28Vintage+Culture+Remix%29:313","The Commodores - Easy (Vintage Culture Remix)","","","0","0","313000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:58PXkSbexgED3H1XmxCgWt","More Than Physical - Manuel Palmitesta Remix","Marc Molina, Manuel Palmitesta","Frequenza Summer 2015","1","27","476000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4csaXkHoXZOvjvM9PmokCK","Expressions - Original mix","Gabe, Rocksted","Expressions EP","1","1","326000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1Wa9KyMnj9eMwp9GPJGaQR","Let It Go","Huxley","Let It Go","1","1","413431","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4K5w5N23H4tDQkuOERUnOp","Favours - Cassian Remix","Hayden James, Nat Dunn, Cassian","Between Us (The Remixes)","1","1","359129","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4L5qA04utCB6g1IPYqZLgl","Treat You Better - Cassian Remix","RÜFÜS DU SOL, Cassian","SOLACE REMIXED","1","1","290934","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4nW8G9GLGcN0REVDs3MpxV","Hypnotic - Original Mix","Mat.Joe","Showtime EP","1","2","423937","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2JXjpAJGCEZrbnxs0SlMoR","The One You Left Behind - Yotto's Mirage Mix","Yotto, Vök","Hyperfall (Remixed)","1","7","290940","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5hTCtu6PTu5aZYVwIEJIsk","Phases - Club Edit","Howling, RY X, Frank Wiedemann","Phases","1","2","455912","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0sqEK1LhIQN7zt9BXEsVDu","Got Me Insane - Monte Remix","Jay West, Manuel Sahagun, Monte","Got Me Insane","1","1","238016","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6Ai5x8QqLOwrbqm67Q8ldW","Solace","Kyle Watson, Apple Gule","Solace","1","1","213500","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0EFONrcgPNCnkQSJ7Y3PnI","My Computer","Adana Twins, Glowal","Picture: Adana Twins","1","1","515087","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1wfB7VM8mtnDzcGJMln8Ls","Return to Oz (ARTBAT Remix) [Edit]","Monolink, ARTBAT","Return to Oz (ARTBAT Remix)","1","1","205161","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1Mdj26Hwz1W2i8VOIrq4b7","Roda - Radio Edit","Glowal, Simon Batten","Roda","1","5","216393","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:48cA5uxDi541jvbEutv78t","Just My Type","Antdot, Vicentini","Just My Type","1","1","219345","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6yxdiNnI3bzpoGQZm3v3Fl","Hungry For The Power","LOthief, Bolth","Hungry For The Power","1","1","206685","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5h405w6I3CWdE65P1dFbBx","Leave It All Behind - Radio Edit","Mochakk, HAAS","Leave It All Behind","1","1","223770","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4T6Ht9GfGLQQts8HTwqahG","Telling Me","Evokings, Pizzolo","Telling Me","1","1","209032","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:53Ga2AO3Ojt2SWUqqAXpKn","Swallow - Edit","Monolink","Swallow","1","1","215521","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3dNXDoHgijJnRa8GsoffAK","Give It Up (feat. Jinadu)","Havoc & Lawn, Jinadu","Give It Up (feat. Jinadu)","1","1","176494","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:27ED6Ckp3Y0Bu9yupLlLUp","So Stay Calm","Visage Music","So Stay Calm","1","1","188649","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5WEPYwaZRJj4d0g9rU5wy8","Hypnotized","Zerky, Alternative Kasual","Hypnotized","1","1","222720","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6Q9pbYvkvjaGlFSHccvZt5","Ain't No Sunshine","Yamil, Stefano Crabuzza","Go Deeva DJ's Exclusive, Vol. 7 (BPM Edition 2017)","1","4","364634","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5CI1LRq6sXrJBo8AfmDnjK","Need A Break - Original Mix","Dashdot","Need A Break","1","1","392542","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:56I4OIGTDhBmX8ZSJJDf1k","All I Need","Shiba San, Tim Baresko","All I Need","1","1","184820","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1rGnpPG0QHfqjDgM8cIf4A","Closer","ARTBAT, WhoMadeWho","Montserrat / Closer","1","2","460800","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6Bo4zbv7hfhCTtLZZnOol4","So Long - Audiojack Remix","Made By Pete, Jem Cooke, Audiojack","So Long","1","3","503217","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1JxGsSh6c33dLGgv2rzvnh","From the Ashes","Funkin Matt","So Track Boa (Vol. 1)","1","8","212648","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4RZRNtBPOcsM5GWaRsOxqr","Black and White","Enkode, Rayane Boldrini","Black and White","1","1","148800","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0qTCNTIjB5aKQKk9uzWX7i","She Knows - RQntz Remix","Elekfantz, RQntz","She Knows (RQntz Remix)","1","1","135483","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2PEOEHYvDvYx86TSW1o8N0","My Best Shoot - Original mix","Davi Lisboa","My Best Shoot","1","1","423414","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3Allgqu3MaHE8QFvzoP90S","Hold Me To The Light - Tale Of Us Remix","KAS:ST, Be No Rain, Tale Of Us","Hold Me To The Light","1","2","398095","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3fdXEMBTjHNJ5Bug5c7rZi","Mystery - Tale Of Us & Mathame Remix","Adriatique, Mathame, Tale Of Us","Nude Remixes","1","1","424431","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4wAk8NXWYPHDkjY5wPGENC","In My Arms","Purple Disco Machine","In My Arms","1","1","205000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3v2oAQomhOcYCPPHafS3KV","Opus","Eric Prydz","Opus","1","19","543453","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6qxXnu2Lb7QlmBfkguRLbU","A Deeper Love","M.In","A Deeper Love","1","1","212682","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:062wtUiIbPTivGLQxrA8X9","Until the Sun Needs to Rise","RÜFÜS DU SOL","Bloom","1","9","292044","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:08u4FxJIFfWljQpMwf1sv7","Private Show - Radio Edit","Kawz, Davi Braconi","Private Show (Radio Edit)","1","1","278709","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0DiWol3AO6WpXZgp0goxAV","One More Time","Daft Punk","Discovery","1","1","320357","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1RjosAjn2z4b4LSPzXRil0","Prisma","Evokings","Prisma","1","1","257492","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:34feupk6YyszErWp0HLJQr","Going Down","Evokings, WildCap","Going Down","1","1","192943","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1jJIcPqTdp3Nh180llJEv1","Losing My Religion - Radio Edit","Evokings","Losing My Religion (Remix)","1","1","257419","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:11aB8t1wCv2sSfEQQ2X5CJ","Tech Party","Evokings","Tech Party","1","1","220646","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4LtVrrqpn48l4Iq7KIshmi","Enough to Believe - Jamie Jones Remix","Bob Moses, Jamie Jones","Battle Lines [Remixed]","1","2","314872","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6gCy2TjnSSNBhgvzkCojdk","No Place","RÜFÜS DU SOL","Lost in My Mind","1","2","237986","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1bww7Vn8tszo1ta2XZnKNT","I Don't Need You - Original Mix","Gabe, Thomaz Krauze","Secret Place EP","1","4","414881","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0gzbM60DlJA1cehVNEGsed","Want You","Gabe, Rocksted","Want You","1","1","289085","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5h8nsGxO9VQiTNE8OLhXEb","Sick Sick (feat. Barja) - Vintage Culture & Vinne Remix","VINNE, Vintage Culture, Gabe, Barja","Sick Sick","1","4","282874","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3hxylASerOxtshuE2FkGx8","Cloud 9 - Purple Disco Machine Remix","Jamiroquai, Purple Disco Machine","Cloud 9 (Purple Disco Machine Remix)","1","1","404567","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4Gbrv4GrzQya1RrlyBGqLW","Lost","Amine Edge, DANCE","Miami G (Mixed & Compiled by Rob Made)","1","12","353000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0SWnGYROORWScdctC36loz","Work It - Mehen Remix","Malachi","Work It (Mehen Remix)","1","1","238048","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5d1KPI9gcAZsM3ynSErGtg","Breathe - Cristoph Remix","CamelPhat, Cristoph, Jem Cooke","Breathe (Cristoph Remix)","1","1","411875","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:23gIn8Up3GI3WRxChGTI20","Everybody Does (Dub Edit)","Natema","Everybody Does (Dub Edit)","1","1","335156","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1AuTIFU9WV5372NlKBXAmG","Interlude","Antdot, Briana","Interlude","1","1","246895","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1wZOZLL1jIjsNPXgbUTRdk","Pulse","Jerro","The Fool","1","5","284888","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5LkouXpiR1UFslQsXFjfCs","Super Bowser","FractaLL, Rocksted","Super Bowser","1","1","334312","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3IAHBIlEOpJYW1tMBpYEHE","Sweater Weather - Remix","Öwnboss, Double MZK","Sweater Weather (Remix)","1","1","249314","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5UDD1OuWEIfvSoi6I8886R","Lid (Yotto Remix)","Christian Löffler, Yotto","Mare (Club Mixes)","1","3","439109","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4weCplZBFcamhoKjpJbgVD","Ridin' Higher - Original Mix","Frey","Enormous Tunes - Yearbook 2015","1","19","324625","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:25ZEYUgCJyf3gRxkqYbkIc","Leave The World Behind - Radio Edit","Axwell, Sebastian Ingrosso, Steve Angello, Laidback Luke, Deborah Cox","Leave The World Behind","1","1","161718","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6npSsIYSqN7ia7rdGme1Ic","My Boy - Meduza Remix","R Plus, Dido, MEDUZA","My Boy (Meduza Remix)","1","1","406451","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5Lev7msoM0H4NT2RYSsHpU","Dark Side","Zerky, Fernandez","Dark Side","1","1","203532","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3AWnlRsXSNWEUGwlfn1FB8","Crushing Down","Fabricio Pecanha, Prolla","Live In Detroit","1","3","342939","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6OlWIlmuK9adFYtY1FrFRi","CURE - Original Mix","Tube & Berger, Alegant","CURE","1","1","337560","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0hjxvr9lLE8gq2IrJB0KLQ","I Will Find - Make U Sweat & Fabio Serra Remix","Vintage Culture, Rooftime, Fabio Serra, Make U Sweat","I Will Find (The Remixes)","1","1","215312","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1VUopy3AMP5sEh0o0cHcfO","The Moment","Sonny Fodera, Lilly Ahlberg","Rise","1","1","210674","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:36ceg98AsUDcKddHHqykPc","Peace","Rocksted, Barja","Peace","1","1","285284","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3rUdlAGOBn1gUonFP391fa","After Rain comes Sun","Solomun","Dance Baby","1","5","449073","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:48VS4iMbUPn2pjb61yMBma","Forget (George FitzGerald Remix)","Boxed In, George FitzGerald","Forget (George FitzGerald Remix)","1","1","354893","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0R8dsqbzcoHoqUN5MLWyOi","Hey Hey","Dennis Ferrer","Hey Hey","1","1","190053","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0ccSl4LZ7dksMNmJgkN7NO","The Giver (Reprise)","Duke Dumont","The Giver (Reprise)","1","1","195756","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0k2LpR1Xc4EuE20oJWeRsx","Break","Tough Love, Trutopia","Break","1","1","329795","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0UfhhpjQLgZPNidnJb0pTv","Feels Like This (Goldfish Remix)","Lexer, Belle Humble, GoldFish","Feels Like This","1","4","393830","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:09uwKIoAnQrCq5lf9PzIzB","Hey Now","Antdot, Vicentini","Hey Now","1","1","250000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4Vsi7uNWPxpSxSFuZ1YguI","Moonraker - Magik J's Back To My House Mix","Foremost Poets","Moonraker 2008","1","1","430573","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5RtDjaYMHJIyYHqc6JOiop","I Feel Love - Illyus & Barrientos Remix - Radio Edit","MYNC, Rhythm Masters, Wynter Gordon, Illyus & Barrientos","I Feel Love (Illyus & Barrientos Remix)","1","2","264974","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2pc7AJ5zF2VpkqgIW6e0YV","A Waiting Game - Martin Waslewski Remix","Martin Waslewski, Claptone, Nathan Nicholson","Fantast Remixes, Pt. 4","1","2","249759","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:13DBRQicLIbOcVJEvFZ4j4","Bird","Time","Bird","1","1","384000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5BXjoLBmRSivBNCK2jmx8r","Giant (with Rag'n'Bone Man) - Purple Disco Machine Remix","Calvin Harris, Rag'n'Bone Man, Purple Disco Machine","Giant (with Rag'n'Bone Man) [Remixes]","1","2","208524","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2JoL1ekSw3TEPY9qKfIJZL","Abyss Of Love - Dario D’Attis Remix","Claptone, Nathan Nicholson, Dario D'Attis","Fantast Remixes, Pt. 5","1","1","261073","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4aJvhLq9ztZbNOfP6xC3H2","Neutron Dance","Krystal Klear","The Division","1","1","396435","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1l4wiLGpWruidPUWF9zGqA","Satisfaction - Remix","FREQNCY","Satisfaction (Remix)","1","1","180952","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1TxQpLL11QL73jSXQL3bt9","What U Want - 33Hz Remix","Vintage Culture, 33Hz","What U Want EP (Remixes)","1","2","307329","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4t0UsYzmmmZRMTWn77jiGF","Show Me Love","Robin S","Show Me Love","1","1","252106","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6Rx10ErrgtAB0vTaDyt9jW","Sometimes - Original Mix","Vintage Culture, Woo2Tech","Sometimes","1","1","331000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7imJj6FAlOjbwzNxOJHah8","Bigger Picture - Radio Mix","Dashdot, Ashibah","Bigger Picture (Original Mix)","1","1","255442","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:10c5BPKugSRYTYQ7zGtM8X","Save You Now","KVSH, Zerky, Gabriel Froede","Save You Now","1","1","183557","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6rO7Ljvkmj4ESCIcGEsVdT","Rabbit Hole","CamelPhat, Jem Cooke","Rabbit Hole","1","1","189498","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1DgwcpI09VtHIPZoYRBvEa","Joker - Vintage Culture 'Raw' Remix","Gabe, Tough Art, Vintage Culture","Joker","1","3","325459","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2oYB7ZK96yGfBnMvYMwf2B","Falling For You (feat. Emmathomas)","Bruno Be, Julio Torres, Emmathomas","Falling For You (feat. Emmathomas)","1","1","212123","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6hSW5u8NA2AgWaJYv0UJYc","Beggin' For More","Röde, WickedSeal","Beggin' For More","1","1","213283","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2ONRkpOJ6X91GMXMthtT0M","Ride It - Jonas Blue Remix","Regard, Jonas Blue","Ride It (Jonas Blue Remix)","1","1","182400","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4rrlwdh6WEY0XOisouIokt","Wolliner","Erik Hagleton","Pure Pacha - Paris by Night (Mixed by Bob Sinclar)","1","17","328820","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6oXkQnJrX1s0ZCCcBPdKt5","Black Hole - Gui Boratto Rework","Ben Böhmer, Monolink, Gui Boratto","Black Hole (The Remixes)","1","1","290655","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7gqvtgmKHTp3WF7heJLkxX","Cheating","Meca, Vicentini","Cheating","1","1","303991","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2grqPAhRXy6NXufg5cGsBu","Walking on a Dream","Lelo, Ghabe","Walking on a Dream","1","1","192000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2UqIOM7Bfs9MgIZVXvQLQG","Sun","Gallago","Sun EP","1","4","448923","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4HubaPJdFWVTWzgHCeeW2f","Sorry I Am Late - Summer 2016 Version","Kollektiv Turmstrasse","Sorry I Am Late (Summer 2016 Version)","1","1","224231","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0F4PErkggOLFsjdbsndiey","Fury's Laughter - Tube & Berger Remix","S.A.M., Tube & Berger","Fury's Laughter (Tube & Berger Remix)","1","1","211815","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1ISJzY9L6PcF2kKP0QQmrA","To Slow (feat. Ashibah) - Vintage Culture, Lazy Bear Version","Vintage Culture, Dazzo, Ashibah","To Slow","1","1","317365","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7B3sTwcfJehH1lMtCuf0Ec","The Grandma","IMIURU","The Grandma","1","1","271537","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3mu5sXH4kD9UpTc0wzPlOT","Heartbreaker - Huxley Remix","Crazy P, Huxley","20/20 Winter Warmers","1","12","476238","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0MR8WelJmYFjecsmz564EP","I Feel Love","JØRD","I Feel Love","1","1","196200","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:13ewF4sqiomPMCBeO5zHRF","Rising","Jiggler","Rising","1","1","386159","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1QPb3sFVfZlcrSHp9skszO","Bad Bitch","Chris Lorenzo, Chynna","Late Checkout","1","1","288750","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0IJsWy3Pa6s2KbCAqItIm4","Roar - Adana Twins Remix","Patrice Bäumel, Adana Twins","Roar Remix / Aufstand der Massen","1","1","493580","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1gRQxbfL4ULWyTosgXSbWT","You Little Beauty","FISHER","You Little Beauty","1","1","206587","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:165gILrbur6uPeX7qDIAZk","Feel the Heat","George Kwali","Feel the Heat","1","1","187250","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4qRLNi5nZ0BGdfazgviCVG","Animal","Claptone, Clap Your Hands Say Yeah","Fantast","1","12","243328","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0cnUBXn4Y0VOdclx0AznfC","My Phone","Breaking Beattz","My Phone","1","1","220644","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3OOIUQPqAgRq1gn5H3qwUI","Naja - Wehbba Remix","Rolldabeetz","Naja","1","2","366000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
