﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7HOgPR1oVFyq9SwJrniXbR","Eternity","Vintage Culture, Jetlag Music","Eternity","1","1","208780","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3jFIJ2tSQhseuzRwDMeCyK","Drinkee - Vintage Culture & Slow Motion! Remix","Sofi Tukker, Vintage Culture, Slow Motion","Drinkee (Vintage Culture & Slow Motion! Remix)","1","1","342295","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7dOlIBhFp2ocQe7KJSmO5d","3AM - Original Mix","Eli Brown","3AM EP","1","1","372996","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0VgtjIiWXKMxqtYnhHmQ8U","Stay With Me","Chris Lake","Stay With Me","1","1","224576","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:273mQVagZbcrzlE8OdUKS6","So Serious","Illyus & Barrientos","So Serious","1","1","175731","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0Ll26jZ8wzvUxaWdQlqIko","Yesterday","Vintage Culture, Pimpo Gama","Yesterday","1","1","165600","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7CHi4DtfK4heMlQaudCuHK","Lose Control","MEDUZA, Becky Hill, Goodboys","Lose Control","1","1","168387","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:6XOcK5vRlhQHdGk0l9VWzq","Requiem","Ten Walls","Requiem EP","1","1","450500","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1EWsVHU4FNAdtN4R8FETag","Push The Feeling On - Mk Dub Revisited Edit","Nightcrawlers, MK","Push The Feeling On","1","1","243160","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:71XJHXchGOQpesUpWKPnAo","Headnoise (Get Hype)","Martin Ikin, Dope Earth Alien","Headnoise (Get Hype)","1","1","179032","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5gAPUaSmSPsUpvvr1THxbC","Ruckus - Radio Edit","Tube & Berger, Richard Judge","Ruckus (Radio Edit)","1","1","200046","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7KpEB7nTVmI3CvmVzVW0Yq","Burn - Vintage Culture Goes Tech Remix","Vintage Culture, The Miners","Burn","1","3","374634","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2M9Wh0UKXRGPL2n9EAnZe0","Van Gogh - Original Mix","Vintage Culture, TK Wonder","The Art Of Fighting! Vol.2","1","4","376585","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0wta5ZIvje5QzkAlQ1JS3b","That Thang","Vintage Culture","Hey Ho EP","1","3","330491","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1iXHhpPyoBjg1yRQzRfzHk","Make My Body Move - Original Mix","Vintage Culture","Summer Weapons Vol.1","1","2","417024","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3XLFzyRBSoiDRdOjQnd2AV","I Need a Chick - Vintage Culture & Lazy Bear Remix","Vintage Culture, Zerky, Lazy Bear","I Need a Chick","1","2","364724","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5yE0AeBg70bHX7CJ2wsIBX","Circles - Original Mix","Vintage Culture, Ashibah","Cicles","1","1","405853","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:7xQWntOOfrQGM3HN3ti7aO","Too Slow (feat. Ashibah) - Short Mix","Vintage Culture, Dazzo, Ashibah","Shortened Vol. 1","1","5","206829","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:3H1YwIi8JDSrFQsT76kiko","Rock My Intro","Vintage Culture, Elephanto","Nu Disco 2014","1","2","390508","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4T8VjkdqaUzF0fzweXBNEn","Devotion","Ashibah","Devotion","1","1","200731","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2SibYBeKjhlW7gv5Aqx0Nm","We Found Love (feat. Ashibah) - Nora En Pure & Passenger 10 Remix Edit","Nora En Pure, Passenger 10, Ashibah","We Found Love (feat. Ashibah) [Remixes]","1","1","242581","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0vXXnmZcsvVfrUCkS4KG7e","I Ain't Promiscuous","Ashibah","I Ain't Promiscuous","1","1","240000","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4KiHIhCXAPjwGYJuPjFtvI","Holding on for Life - Solomun Radio Remix","Broken Bells, Solomun","Holding On for Life (Solomun Remix)","1","1","259026","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:44TGANtwt8vY8Be5J6MLEj","So Many Times - Dub Mix","Gadjo, Alexandra Prince","So Many Times","1","2","445779","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1xiJiBdSqymkB2tXZ4pzbJ","Work That Body","Felguk","Work That Body","1","1","209148","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0jDMEPMyIR45IltKlwyHcZ","Music Rises Up (Claptone Remix) [feat. Stee Downes]","Kyodai, Stee Downes, Claptone","Music Rises Up Remixes (feat. Stee Downes)","1","1","395424","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1a8tAQAzHIPQ00OPBXGWPz","No Eyes - Radio Edit","Claptone, JAW","No Eyes","1","2","204992","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:0QZdbOtajbimysXPJDkU3H","Drop The Pressure","Claptone, Mylo","Drop The Pressure","1","1","180990","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2HMDEkX1TxJMdSNpsPXQZs","Cruising (So They Say) - Weiss Remix","Claptone, Kele Okereke, WEISS","Fantast Remixes, Pt. 4","1","1","242710","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4sEzQ2lOSSUzTSRw5FyM74","Memories","Vintage Culture, Clubbers","Memories","1","1","193548","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2na7CuO8VRsPJ56cYHmRy5","Rearrange My Mind - Nicole Moudaber Remix Edit","Monolink, Nicole Moudaber","Rearrange My Mind","1","1","299518","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:4tzwj8Ocix5yFT9ZhSRChb","Hiding","Icarus","Hiding","1","1","292833","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:790ZNVnRudxWp5irIJceHc","Funky Decision - Radio Mix","Hudson Passos","Funky Decision (Radio Mix)","1","1","287419","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:1jpD1K2zRhaCIAEkIBb51U","If You... - Radio Mix","Magic Box","If You...","1","3","207746","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:5TeBl1X3VVRcrNFAuf0oLt","Never Give Up - Jl & Afterman Mix","Ultrasoul, JL, Afterman","Never Give Up (Jl & Afterman Mix)","1","1","328979","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-05-04T12:17:42Z"
"spotify:track:2rHiPVsHZykQj377hzHdI1","Confessing - Original Mix","Homework","Confessing","1","1","423262","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3uGolufkkEH8jNsYUJ0cVN","My Boy - Meduza Remix","R Plus, Dido, MEDUZA","My Boy (Meduza Remix)","1","2","406451","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0Cahnflakb9Z2HEeV3YClG","Heartbreaker - Original Mix","Crazy P","20/20 Sounds Like Summer","1","6","397350","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0Cm78DlyddNcthD9UJFe6o","Onderhuids - Original Club Mix","Eelke Kleijn","Ibiza Underground 2013","1","14","429592","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6WfL1pwMyFf3IvFWLnre4P","Work It - Soulwax Remix","Marie Davidson, Soulwax","Work It (Soulwax Remix)","1","1","286080","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:72DJYvdItwcnDUzbViU1Kl","Breezeblocks - Tinlicker Extended Mix","alt-J, Tinlicker","Breezeblocks (Tinlicker Remix)","1","2","411172","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:2iORE6WZ4KTYEQPProJYyI","Ride Your Body (feat. Max C) - Sabb Afterdark Mix","Emanuel Satie, Roberto Rodriguez, Max C","Ride Your Body (feat. Max C) [Sabb Afterdark Mix]","1","1","374654","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4et0Ok4m5qGp2mSppH43xf","Do It - Original Mix","D.Y.A","Buddha-Bar Beach Barcelona","2","5","352093","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6h8JNjMthIHIq8eg1qwUz2","Birdsong","Claptone, Zola Blood","Fantast","1","1","166893","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:07cYmq0CtK0CEdy4eW3XsK","Kuaga - Yotto Remix","Pierce Fulton, Yotto","Miami 2016","1","3","380570","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4TpsooWctDtwufM9dWfdA1","Body Sun - Claptone Remix","RY X, Claptone","Body Sun (Claptone Remix)","1","2","395938","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5lbG6X59uhVbW0QLVq3vqb","Gallon - Cassian Remix","Mr Sanka, Cassian","Gallon (The Remixes)","1","3","372072","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1j1lc5mVF3asBQzxfYXuIQ","Voice Of Silence","Cristoph","Voice Of Silence","1","2","383010","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7rL4fiEldkFSNpCNlkLJnV","Hell To The Liars - Kölsch Remix","London Grammar, Kölsch","Hell To The Liars (Kölsch Remix)","1","1","761884","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:68xAjEZObxsFlF1H4K2ef3","Pra Nao Dizer Que Nao Falei das Flores - Federico Scavo 2012 Remix","Federico Scavo feat. Simone","Pra Nao Dizer Que Nao Falei das Flores (2012 Mixes)","1","2","518880","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1ubVPccf8Vb9mL0XYpVpCV","Fade Out Lines - The Avener Rework","The Avener, Phoebe Killdeer","The Wanderings Of The Avener","1","2","276600","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1a9OiHXJ8gHq54j5NT9QyN","Capoeira - Gabriel Carminatti Remix","ZAC, Gabriel Carminatti","Capoeira [Remixes]","1","5","371803","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5N720bYInxSsiUDvBOLM3C","What's a Girl to Do","Fatima Yamaha","A Girl Between Two Worlds","1","4","446510","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:57NwQSjq7DuWrxDNj3tpJL","Pick Up - 12" Extended Disco Version","DJ Koze","Pick Up","1","2","601479","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7fOSf0ZuZ2XYSXpJcihCZd","Eyes - RÜFÜS DU SOL VIP Edit","RÜFÜS DU SOL","SOLACE REMIXED","1","2","499646","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1WC6QBAY5Rf2bNcQKHOey3","Spirit Lights - Adriatique Remix","Of Norway","Spirit Lights Remixes","1","1","539603","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5r3MaFwtRGUw6XmxXyYc5n","Dark Flower (Joris Voorn Remix)","Robert Babicz","The Electronic Music Anthology : Techno","1","34","521840","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:423ArJAZmwIb8fZWUDRfWW","Want You In My Soul - Illyus & Barrientos Remix","Lovebirds, Stee Downes, Illyus & Barrientos","Want You In My Soul (Remixes)","1","3","450314","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3fmCwMwVnmWS3wOhNLab9z","Slip Away - Larse Vocal Remix","Bambook & Mennie, Cari Golden, Larse","Chalet Beats N°2 (Maierl Alm)","1","6","517526","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1RjPcXogqNi52e6QEfJj1e","Ya Kidding - Eli Brown Remix","FISHER, Eli Brown","Dirtybird Campout West Compilation","1","2","399360","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:70VmUkk5ytklDtSkSUVDxF","Kuar - Henrik Schwarz Remix","Emmanuel Jal, Henrik Schwarz","Kuar Remix EP","1","1","503960","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5AHe0PZacaVFLH4yUUMtQq","Everything Counts - Oliver Huntemann & Stephan Bodzin Dub","Depeche Mode","The Best of Depeche Mode, Vol. 1 (Deluxe)","2","3","415560","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7nUYUJsrM61snGRNLzixJG","Gravy Train - Nicolas Jaar Remix","Maceo Plex, Nicolas Jaar","Rebel Rave","1","11","336946","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:75uYEu5GZl5VVF1BR0MjHm","Bakerman - Soul Clap Remix","Laid Back, Soul Clap","Cocaine Cool / Bakerman (Soul Clap Remixes)","1","3","539016","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6T6fxuKfAi2aGmkZANpI3f","Ra - David August Remix","The Acid","Ra (David August Remix)","1","1","394723","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4yjoFroiLO7KpM2CDUH2ie","Countach - Original","Butch","Countach","1","1","459427","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3ifEzaOVodRbW2YKWoH3FV","Hey Hey","Dennis Ferrer","Hey Hey","1","6","444266","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1XcJIajey3fxzh1dFZJcLZ","Give It Up (feat. Jinadu) - Extended Mix","Havoc & Lawn, Jinadu","Give It Up (feat. Jinadu)","1","2","358225","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7v9Q0dAb9t7h8gJOkcJHay","Face to Face","Daft Punk","Discovery","1","13","240173","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4AF3eyDPevQrTE9mgAZvRp","Paradise - Deep Sunset Mix","Deep House Lovers","Paradise (Deep Sunset Mix)","1","1","288974","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3haPJH93orbe7lIImZFQvm","My Head is a Jungle - Gui Boratto Remix","Wankelmut, Emma Louise, Gui Boratto","My Head is a Jungle","1","3","420156","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4esEsg9IxiTAGMBQLe9XOu","Be Someone","CamelPhat, Jake Bugg","Be Someone","1","1","204567","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3F0HpcNq8uNMcSBfAmVZQP","Right Thing (feat. Ben Westbeech)","Dennis Ferrer, Ben Westbeech","Right Thing (feat. Ben Westbeech)","1","1","495787","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6hvD9CivOklve3sk0tpn3S","Secret Place - Original Mix","Gabe, Thomaz Krauze","Secret Place EP","1","1","402717","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5CCiZbXD5tjBNWl6H3Fl5l","Ouro - Extended","Born Dirty","Samba Sujo","1","4","228817","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:71GQl57zuXYNM2h8tOfM19","What U Want - 33hz Remix","Vintage Culture, 33Hz","What U Want EP (Remixes)","1","2","307329","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5D1zGVDJTOqwaGSzYw5TtP","Red Light Green Light","Duke Dumont, Shaun Ross","Red Light Green Light (For Club Play Only, Pt. 6)","1","1","211208","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0qCyhcAUMgzSoMbBjzrK1e","Sordid Affair - Maceo Plex Remix","Röyksopp, Maceo Plex","Sordid Affair - Remixes","1","2","478265","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3RgO5LOuXcpqyJiCLcByFI","What's Your Name","Flux Zone","What's Your Name","1","1","202007","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:2l4aEoz0aaydlNAx0sncKv","Children of Rain","Lunar Plane","A Tribe Called Kotori - Chapter 3","1","10","489493","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4RjnbnZ6xGHDYFbywiiQ3I","Beg - Hot Since 82 Future Mix","Yousef, Hot Since 82","Beg","1","2","410730","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5G45wCSoiEpoDEWdVRrplj","Ignorance Is Bliss","Mees Salomé","Equivalence","1","2","413661","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1i2FEnJcvXm5Se9gb6q3Hx","Arteon (Dealing With God)","Ae:ther","Realm Of Consciousness Pt. IV","1","7","412564","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3EJCNCLJENEtr66YyH45lw","Bam Bam - Kellerkind Remix","Ante Perry, Dayne S, Kellerkind","Bam Bam","1","2","417495","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6xOPaFCfgouSZGNWzbsEoO","Fusion","AIKON","Fusion","1","1","210606","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4fVAoK5I9bulRUuEQU9Yye","Fetch Your Life - Icarus Remix","Prince Kaybee, Msaki, Icarus","Fetch Your Life (Icarus Remix)","1","1","269268","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:28thvLE6N6yWqDSeuheEQE","I Can't Get Enough","Dirty Doering","Euch die Uhren uns die Zeit","1","4","436192","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7roUDF1PeQ6e7YGaIyTMZ2","So Much More","Vintage Culture","Chilli Mint Music VA004","1","8","357750","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7fl7ledlUHtVxL4pxPcU6R","Got Me Insane - Monte Remix","Jay West, Manuel Sahagun, Monte","The Best Of Electronique 2013","1","5","493054","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0NxfHmKmvs0eDF5X9k6s1x","The Standards Of Dialogue - Original Mix","Detroit Swindle","Collected Works","1","4","401687","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6WRP5lm7OnS40272cKFQlU","U So Fine - Jon Celius Remix","Betoko","U So Fine EP","1","2","398677","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0y2ARzQY2lthIb4KHyEq3d","A Deeper Love","M.In","Elrow Vol. 3 (Mixed By Claptone, Tini Gessler & Eddy M)","1","34","453682","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7EQB2FqzJRf3EqZ33KUH1d","Britannia","Undercatt","Picture: Undercatt","1","1","403467","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5vakr8BAdHCSCLmEMUB57E","Romeo","Township Rebellion","Balance","1","1","468436","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7ghT8KZYH78UyaOGtJykEO","Undrstnd","Adriatique","Soul Valley EP","1","2","417655","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4v1UU0BBEzRL74USRuQqTO","Bump & Grind - Original Mix","SevenDoors","Beentouchedseries19","1","1","406940","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:33J6KoE7iMZLy7d3r0ezEf","Heartbreaker - Huxley Remix","Crazy P, Huxley","Remixed","1","8","476238","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6n3LFomWhTn9OSgNstXIoE","Crazy Life - Original Mix","Digitaria","Mascochist","1","4","341077","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7b1bYhrywvs3zIXhbmfJzX","Tunnel Vision","Audiojack, Stee Downes","No Equal Sides EP","1","2","353337","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0PySuNQb586Vm0TTkXQuAI","Heroe - Sevendoors Remix","Adana Twins, SevenDoors","Heroe","1","1","499867","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:5CgpGGrUAVO7ZtAG07omKM","Hey Hey","Dennis Ferrer","Hey Hey","1","5","475040","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:2DyP3o6lGxruyMlEpBy4q7","Make It Better [ZAC & BAKKA (BR) Remix] - Extended","Dashdot, Maxximal, Ashibah, ZAC, BAKKA (BR)","Make It Better (Remixes Vol.1)","1","4","461612","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:69yGNG6oRGCLZey8krpCXI","Private Show","OFFAIAH","Private Show","1","3","207893","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:6Kt7bF1TgZ4kYyvXKwHEeD","Walk Alone - Maceo Plex Revenge Mix","Maetrik, Maceo Plex","Unleash The Beast","1","2","359989","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3pceg0yhJnjcNnVsYRcN58","Sweet Disposition - Extended Mix","Gundamea, Andy Ruddy","Sweet Disposition","1","2","448745","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1RJVaHGCih3iDkICWWCVZS","Hip Hop Power","Will Clarke","Hip Hop Power","1","2","359403","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3GjQ7r5SWFnMMbwfp22aF3","You Gonna Want Me","Tiga","Sexor","1","3","239786","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:3kteWVltOQpmkljwE0eqTT","Start Again - Teenage Mutants Remix","The Grass is Greener","Start Again","1","2","360200","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:75CUkyOtKagd0D6oBvOcxv","Holdin' On - Adriatique Remix","Andre Crom, Adriatique","Holdin' On EP","1","2","384523","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4Vy8aFwDHZb9agyRvbLChh","I Know a Place - MAM Remix","Miguel Campbell, Colour Castle, MAM","I Know a Place (Remixes)","1","3","320470","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:4DbzDAeRzQtzcbP1g9NGZV","Nothing Scares Me Anymore - Corey James & David Pietras Remix / Extended","Steve Angello, Sam Martin, Corey James, David Pietras","Nothing Scares Me Anymore (Corey James & David Pietras Remix)","1","2","303751","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:2BqE5U7f2xfM3aYAAG4h3e","Twilight","Adam K, Soha","Twilight","1","1","395625","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:7K1OwAqpEWsGlffsy9BT9s","Say a Prayer For Me (MK Remix)","RÜFÜS DU SOL, MK","Say a Prayer For Me (Remixes)","1","1","353151","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:0noVd1VU93X8TEZMmpR3yN","Pjanoo - Club Mix","Eric Prydz","Pjanoo","1","2","450912","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
"spotify:track:1x5mlblvqBLJQ2d9mvvYqJ","Brandy Alexander - Tuff City Kids Remix","Freeform Five, Tuff City Kids","Shir Khan Presents Secret Gold 05","1","4","427847","spotify:user:2g2dl6rbonf8oy5edsyjy7s6w","2020-04-25T00:39:02Z"
